,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,latitude,longitude,onmousedown,snippet,source,sponsored,state,stations,url
288,Paramount,Paramount Petroleum,US,"Fri, 17 Feb 2017 17:10:34 GMT",False,"Paramount, CA","Paramount, CA 90723",11 days ago,False,b833299c2446d558,Manager of Training & Development,33.900196,-118.15121,"indeed_clk(this,'3702');","This position requires a Bachelor's (4-year) Degree in <b>Chemical</b> <b>Engineering</b> preferred or a B.S. MANAGER, TRAINING AND DEVELOPMENT....",Paramount Petroleum,False,CA,,http://www.indeed.com/viewjob?jk=b833299c2446d558&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
289,Berkeley,"Yorke Engineering, LLC",US,"Thu, 16 Feb 2017 08:04:53 GMT",False,"Berkeley, CA","Berkeley, CA 94704",12 days ago,True,d0a13333a96a402e,Senior Air Quality Engineer,37.871185,-122.27211,"indeed_clk(this,'3702');","Degree in <b>Chemical</b> <b>Engineering</b>, Environmental <b>Engineering</b>, Chemistry, or related technical degree; The Senior Engineer performs professional <b>engineering</b> work of...",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=d0a13333a96a402e&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
290,San Diego,EMD,US,"Tue, 21 Feb 2017 23:58:37 GMT",False,"San Diego, CA","San Diego, CA",7 days ago,False,befa13a33fc8647a,Sr. Quality Assurance Specialist,32.714287,-117.15385,"indeed_clk(this,'3702');","Minimum of Master in <b>Chemical</b> <b>Engineering</b>, Materials Science/<b>Engineering</b> or related <b>engineering</b> degree. <b>Chemical</b> manufacturing operations process knowledge is...",EMD,False,CA,,http://www.indeed.com/viewjob?jk=befa13a33fc8647a&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
291,Irvine,Ethicon Inc.,US,"Wed, 01 Feb 2017 09:04:09 GMT",False,"Irvine, CA","Irvine, CA",27 days ago,False,2fdfd35c1f99efbb,SR PROCESS ENGINEER,33.667583,-117.81868,"indeed_clk(this,'3702');","A Bachelor’s degree in <b>Chemical</b> <b>Engineering</b>, Chemistry, or related scientific discipline with 6 year experience within the Medical Device, Pharmaceutical, OTC,...",Johnson & Johnson Family of Companies,False,CA,,http://www.indeed.com/viewjob?jk=2fdfd35c1f99efbb&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
292,San Diego,"Illumina, Inc.",US,"Sun, 29 Jan 2017 06:56:25 GMT",False,"San Diego, CA","San Diego, CA",30 days ago,False,c0f51ad733310f9e,Staff Scientist,32.714287,-117.15385,"indeed_clk(this,'3702');","PhD in Chemistry, Biochemistry, Materials Science, Physical Chemistry, <b>Chemical</b> <b>Engineering</b>, or Biochemical <b>Engineering</b> or closely related discipline....","Illumina, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=c0f51ad733310f9e&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
293,Sacramento,Los Rios Community College District,US,"Sat, 04 Feb 2017 06:12:36 GMT",False,"Sacramento, CA","Sacramento, CA",25 days ago,False,dd10420e0c28013d,Chemistry Assistant Professor,38.57967,-121.48901,"indeed_clk(this,'3702');","Have a master’s degree from an accredited institution, completed by August 17, 2017, in Chemistry OR a bachelor’s degree in Chemistry or Biochemistry AND a...",EdJoin.org,False,CA,,http://www.indeed.com/viewjob?jk=dd10420e0c28013d&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
294,Los Angeles,Alchemy & Science,US,"Wed, 01 Feb 2017 23:54:11 GMT",False,"Los Angeles, CA","Los Angeles, CA",27 days ago,False,4e6c744b830beb58,Brewer,34.052197,-118.24176,"indeed_clk(this,'3702');","Degree (Brewing, Food Science Technology, Chemistry or <b>Chemical</b> <b>Engineering</b>. We are A&amp;S Brewing....",Alchemy & Science,False,CA,,http://www.indeed.com/viewjob?jk=4e6c744b830beb58&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
295,San Diego,Cymer,US,"Mon, 13 Feb 2017 21:18:09 GMT",False,"San Diego, CA","San Diego, CA",15 days ago,False,a8501511a22c4b26,Sr. System Performance Engineer,32.714287,-117.15385,"indeed_clk(this,'3702');","<b>Engineering</b> Physics, Applied Physics, <b>Chemical</b> <b>Engineering</b>, Material Science or. (systems <b>Engineering</b>, development <b>engineering</b>, scientists, worldwide customer....",Cymer,False,CA,,http://www.indeed.com/viewjob?jk=a8501511a22c4b26&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
296,Costa Mesa,"Carollo Engineers, Inc.",US,"Wed, 15 Feb 2017 07:13:59 GMT",False,"Costa Mesa, CA","Costa Mesa, CA 92626",13 days ago,False,e623f2e87a7dfc2f,Senior Instrumentation and Controls Engineer,33.68663,-117.88381,"indeed_clk(this,'3702');",Mechanical <b>Engineering</b> or <b>Chemical</b> <b>Engineering</b>. Instrumentation and Control Engineering; Bachelor’s degree in Electrical Engineering;...,"Carollo Engineers, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=e623f2e87a7dfc2f&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
297,Emeryville,"Amyris, Inc.",US,"Fri, 10 Feb 2017 00:55:42 GMT",False,"Emeryville, CA","Emeryville, CA",19 days ago,False,477fcc994bf05904,"Senior Process Development Associate, Pilot Plant",37.82967,-122.28022,"indeed_clk(this,'3702');","BA/BS in biology, life sciences, chemistry, <b>chemical</b> <b>engineering</b>, biochemical <b>engineering</b> or related field, or equivalent experience....","Amyris, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=477fcc994bf05904&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
298,Emeryville,Grifols,US,"Tue, 14 Feb 2017 19:16:48 GMT",False,"Emeryville, CA","Emeryville, CA 94608",14 days ago,False,71c80cdaee98d08b,Sr. Validation Engineer,37.835,-122.28897,"indeed_clk(this,'3702');","Bachelor's in Mechanical or <b>Chemical</b> <b>Engineering</b>, Science, or related field. Grifols is a global healthcare company whose mission is to improve the health and...",Grifols,False,CA,,http://www.indeed.com/viewjob?jk=71c80cdaee98d08b&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
299,Santa Barbara,University of California Santa Barbara,US,"Wed, 21 Dec 2016 16:57:19 GMT",False,"Santa Barbara, CA","Santa Barbara, CA",30+ days ago,True,817e73e36ca798b4,Microbial Ecology Specialist,34.42033,-119.6978,"indeed_clk(this,'3702');","A Baccalaureate degree in Chemistry, Biology or <b>Chemical</b> <b>Engineering</b>. A Master's degree in Science (Chemistry, Biology or <b>Chemical</b> <b>Engineering</b>) with course work...",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=817e73e36ca798b4&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwhpRMs1aeQkqL_2ilAPhR7&indpubnum=254802918413674&atk=1ba48hlnba39680t
300,San Diego,"Ajinomoto Althea, Inc.",US,"Sat, 11 Feb 2017 09:46:42 GMT",False,"San Diego, CA","San Diego, CA",17 days ago,False,70439c274bb51cb0,Sr. Facilities Engineer,32.714287,-117.15385,"indeed_clk(this,'4060');",Bachelor’s degree in mechanical or <b>chemical</b> <b>engineering</b> required. Minimum of seven (7) years of experience in <b>engineering</b>....,"Ajinomoto Althea, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=70439c274bb51cb0&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
301,San Diego,Dexcom,US,"Sat, 11 Feb 2017 01:51:54 GMT",False,"San Diego, CA","San Diego, CA",18 days ago,False,3deb2502ba82261c,Sr. Engineer - Sustaining,32.714287,-117.15385,"indeed_clk(this,'4060');","Bachelor’s degree or higher in Manufacturing <b>Engineering</b>, <b>Chemical</b> <b>Engineering</b>, Bioengineering, Mechanical <b>Engineering</b> or science related field required....",DexCom,False,CA,,http://www.indeed.com/viewjob?jk=3deb2502ba82261c&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
302,Walnut Creek,"Del Monte Food, Inc.",US,"Tue, 14 Feb 2017 00:05:25 GMT",False,"Walnut Creek, CA","Walnut Creek, CA",15 days ago,False,4fbc8cee5c1acabd,"Senior Technologist II, Fruit",37.903847,-122.06044,"indeed_clk(this,'4060');","BS degree in Food Science, Chemistry, Food <b>Engineering</b> or <b>Chemical</b> <b>Engineering</b>. This position is responsible to lead research and development projects resulting...","Del Monte Food, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=4fbc8cee5c1acabd&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
303,Walnut Creek,"Del Monte Food, Inc.",US,"Tue, 14 Feb 2017 00:05:25 GMT",False,"Walnut Creek, CA","Walnut Creek, CA",15 days ago,False,daef9900bcde3554,"Senior Technologist II, Vegetables",37.903847,-122.06044,"indeed_clk(this,'4060');","BS degree in Food Science, Chemistry, Food <b>Engineering</b> or <b>Chemical</b> <b>Engineering</b>. This position is responsible to lead research and development projects resulting...","Del Monte Food, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=daef9900bcde3554&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
304,San Francisco Bay Area,BioPhase Solutions,US,"Thu, 02 Feb 2017 04:10:47 GMT",False,"San Francisco Bay Area, CA","San Francisco Bay Area, CA",27 days ago,False,f5808abfd7b1c74d,"Research Associate, Process Improvement",37.826923,-122.29121,"indeed_clk(this,'4060');","BS/MS in areas such as biology, biochemistry, biological <b>engineering</b>, or <b>chemical</b> <b>engineering</b> with 2+ years of relevant industrial experience (or MS with...",BioPhase Solutions,False,CA,,http://www.indeed.com/viewjob?jk=f5808abfd7b1c74d&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
305,Los Angeles,BBCN Bank,US,"Sat, 28 Jan 2017 04:05:39 GMT",False,"Los Angeles, CA","Los Angeles, CA",30+ days ago,False,fb592ededb7998ba,Environmental Risk Officer,34.052197,-118.24176,"indeed_clk(this,'4060');","Bachelor’s Degree in Science or <b>Engineering</b>, preferably in environmental science/<b>engineering</b> such as chemistry, geology, civil or <b>chemical</b> <b>engineering</b>, with a...",BBCN Bank,False,CA,,http://www.indeed.com/viewjob?jk=fb592ededb7998ba&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
306,Irvine,Brown and Caldwell,US,"Fri, 04 Nov 2016 19:54:01 GMT",False,"Irvine, CA","Irvine, CA 92612",30+ days ago,False,0188edb2abf6573a,I&C Engineering Professional,33.677654,-117.85126,"indeed_clk(this,'4060');","In <b>Engineering</b> (Electrical, Mechanical, or <b>Chemical</b> <b>Engineering</b>). We have an exciting opportunity for an Instrumentation and Controls (I&amp;C) Engineer to join our...",Brown and Caldwell,False,CA,,http://www.indeed.com/viewjob?jk=0188edb2abf6573a&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
307,Fremont,"Enablence USA Components, Inc",US,"Mon, 09 Jan 2017 19:34:17 GMT",False,"Fremont, CA","Fremont, CA 94538",30+ days ago,True,bb3d157a4fc8a152,Wafer Fab Process Engineer,37.524727,-121.96154,"indeed_clk(this,'4060');","In Chemistry, Physics, <b>chemical</b> <b>engineering</b>, Material <b>engineering</b> or related fields.Preferred Ph.D in the related fields....",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=bb3d157a4fc8a152&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
308,La Jolla,Pfizer Inc.,US,"Fri, 27 Jan 2017 16:21:43 GMT",False,"La Jolla, CA","La Jolla, CA",30+ days ago,True,871660f87b8300ef,"Senior Principal Scientist- Virus Purification, Vaccine Immunotherapeutics",32.846153,-117.26923,"indeed_clk(this,'4060');",MSc in biological sciences or Biochemical/<b>chemical</b> <b>engineering</b> with 11+ years relevant laboratory experience....,Indeed,False,CA,,http://www.indeed.com/viewjob?jk=871660f87b8300ef&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
309,Santa Ana,United States Army Medical Department,US,"Tue, 13 Dec 2016 04:09:48 GMT",False,"Santa Ana, CA","Santa Ana, CA",30+ days ago,True,d451a68245b3a885,Environmental Engineer Officer,33.744507,-117.86264,"indeed_clk(this,'4060');",Industrial <b>Engineering</b>-<b>Chemical</b> <b>Engineering</b>\*. Possess a Bachelor’s degree in an environmental <b>engineering</b> relevant field....,Indeed,False,CA,,http://www.indeed.com/viewjob?jk=d451a68245b3a885&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
310,Thousand Oaks,Amgen,US,"Fri, 17 Feb 2017 00:26:04 GMT",False,"Thousand Oaks, CA","Thousand Oaks, CA 91320",12 days ago,False,e8e37112a7b9cfaf,Sr Engineer,34.184067,-118.92308,"indeed_clk(this,'4060');","In Electrical <b>Engineering</b> or Computer Science, <b>Chemical</b> <b>Engineering</b>, Biotech. <b>Engineering</b> or related life science <b>engineering</b>....",Amgen,False,CA,,http://www.indeed.com/viewjob?jk=e8e37112a7b9cfaf&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
311,Redwood City,"Relypsa, Inc.",US,"Thu, 15 Dec 2016 01:47:36 GMT",False,"Redwood City, CA","Redwood City, CA 94063",30+ days ago,True,010a97693ecc3969,"VP, Regulatory Affairs (CMC)",37.491756,-122.2033,"indeed_clk(this,'4060');","Masters in chemistry, <b>chemical</b> <b>engineering</b> or biological sciences strongly preferred (PhD degree a strong plus), or comparable experience....","Relypsa, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=010a97693ecc3969&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
312,Rancho Cordova,Travelers,US,"Tue, 14 Feb 2017 03:37:08 GMT",False,"Rancho Cordova, CA","Rancho Cordova, CA",15 days ago,False,c278757393820586,"RC Consultant, B&M",38.587914,-121.3022,"indeed_clk(this,'4060');","College Degree in Technical discipline (i.e., electrical <b>engineering</b>, mechanical <b>engineering</b>, <b>chemical</b> <b>engineering</b>, Associates in welding) preferred....",Travelers,False,CA,,http://www.indeed.com/viewjob?jk=c278757393820586&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
313,Emeryville,ENVIRON International Corporation,US,"Sun, 05 Feb 2017 06:55:05 GMT",False,"Emeryville, CA","Emeryville, CA",23 days ago,False,601d3647eda1714f,Health Sciences Senior Associate/Associate,37.82967,-122.28022,"indeed_clk(this,'4060');","Critically reviewing and interpreting regulatory and non-regulatory information related to <b>chemical</b> fate and transport, human exposures, <b>chemical</b> toxicity, and...",ENVIRON International Corporation,False,CA,,http://www.indeed.com/viewjob?jk=601d3647eda1714f&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
314,Newark,InVisage,US,"Fri, 27 Jan 2017 04:35:22 GMT",False,"Newark, CA","Newark, CA",30+ days ago,True,9429174b805f273a,MTS Device Process Engineer,37.527473,-122.03846,"indeed_clk(this,'4060');","MS or PhD in <b>Chemical</b> <b>Engineering</b>, Materials Science, or Chemistry. Key contributor to R&amp;D and integration of next-generation QuantumFilm devices....",InVisage,False,CA,,http://www.indeed.com/viewjob?jk=9429174b805f273a&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
315,Pittsburg,Roberts Companies,US,"Fri, 06 Jan 2017 23:07:20 GMT",False,"Pittsburg, CA","Pittsburg, CA",30+ days ago,True,adee15038d19c83a,Production Engineer,38.027473,-121.88461,"indeed_clk(this,'4060');",O Understand <b>chemical</b> <b>engineering</b> fundamentals and provides technical advising on operations while maintaining high standards for process safety....,Roberts Companies,False,CA,,http://www.indeed.com/viewjob?jk=adee15038d19c83a&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
316,Pleasanton,Clorox,US,"Tue, 01 Nov 2016 22:47:12 GMT",False,"Pleasanton, CA","Pleasanton, CA 94588",30+ days ago,False,0f5cbf7e2019a769,R&D Intern -- SHPE,37.692398,-121.906975,"indeed_clk(this,'4060');","<b>Chemical</b> <b>Engineering</b> degree, B.S. We are located in Pleasanton, California with exciting summer intern positions to offer undergraduate <b>Chemical</b> <b>Engineering</b>,...",The Clorox Company,False,CA,,http://www.indeed.com/viewjob?jk=0f5cbf7e2019a769&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
317,,Thermo Fisher Scientific,US,"Tue, 21 Feb 2017 16:33:32 GMT",False,California,California,7 days ago,False,ba12121e3f63749c,Account Manager- Life Sciences,,,"indeed_clk(this,'4060');","Bachelor’s Degree or equivalent experience in appropriate specialty (preference for Chemistry, Biochemistry, <b>Chemical</b> <b>Engineering</b>, <b>Engineering</b> or Life Sciences)...",Thermo Fisher Scientific,False,CA,,http://www.indeed.com/viewjob?jk=ba12121e3f63749c&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
318,Berkeley,"Mattson Resources, LLC",US,"Mon, 06 Feb 2017 21:34:36 GMT",False,"Berkeley, CA","Berkeley, CA 94704",22 days ago,True,98792e4924cce2f7,Senior Quality Engineer,37.868134,-122.25824,"indeed_clk(this,'4060');","Degree in <b>Chemical</b> <b>Engineering</b>, Environmental <b>Engineering</b>, Chemistry, or other <b>Engineering</b>/Scientific degree; Experience in project management on large complex...",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=98792e4924cce2f7&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
319,Emeryville,Catalent Pharma Solutions,US,"Tue, 14 Feb 2017 01:05:37 GMT",False,"Emeryville, CA","Emeryville, CA",15 days ago,False,0b8656b3bad9f1b3,"Sr. Research Associate, Chemistry",37.82967,-122.28022,"indeed_clk(this,'4060');",These <b>chemical</b> handles are then stably conjugated to cytotoxic payloads to prevent their systemic release....,Catalent Pharma Solutions,False,CA,,http://www.indeed.com/viewjob?jk=0b8656b3bad9f1b3&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
320,Emeryville,Catalent Pharma Solutions,US,"Tue, 14 Feb 2017 01:05:13 GMT",False,"Emeryville, CA","Emeryville, CA",15 days ago,False,76f2a9edbf7661cf,"Sr. Research Associate, Bioanalytical Chemistry",37.82967,-122.28022,"indeed_clk(this,'4060');","These <b>chemical</b> handles are used as sites for <b>chemical</b> attachment of small molecules, such as imaging agents, cytotoxic drugs, peptides or other proteins....",Catalent Pharma Solutions,False,CA,,http://www.indeed.com/viewjob?jk=76f2a9edbf7661cf&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
321,Fremont,Lam Research,US,"Tue, 07 Feb 2017 09:35:50 GMT",False,"Fremont, CA","Fremont, CA 94538",21 days ago,False,e07a1b1b49ab4c38,Sr Supplier Engineer - Sheet Metal/Fabrication (44681),37.524727,-121.96154,"indeed_clk(this,'4060');",Bachelor’s degree in Mechanical <b>Engineering</b> or related <b>engineering</b> field from accredited University a must....,Lam Research,False,CA,,http://www.indeed.com/viewjob?jk=e07a1b1b49ab4c38&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
322,Mountain View,"PCT, a Caladrius Company",US,"Wed, 11 Jan 2017 03:10:40 GMT",False,"Mountain View, CA","Mountain View, CA",30+ days ago,True,b966ae434662be9e,"Associate Manager, Manufacturing Operations",37.384617,-122.08242,"indeed_clk(this,'4060');","Bachelor's degree (i.e., Biology, Biotechnology, Bioengineering, <b>Chemical</b> <b>Engineering</b>). Troubleshoot equipment and process issues in collaboration with Clients,...","PCT, a Caladrius Company",False,CA,,http://www.indeed.com/viewjob?jk=b966ae434662be9e&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwzE4OwRMPgu_vjO4O9aTfB&indpubnum=254802918413674&atk=1ba48hm2eah2hd3n
