,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,latitude,longitude,onmousedown,snippet,source,sponsored,state,stations,url
108,Edwards AFB,"ERC, Inc.",US,"Tue, 21 Feb 2017 18:32:29 GMT",False,"Edwards AFB, CA","Edwards AFB, CA 93524",7 days ago,False,1681966da80b4381,Chemist/Propellant Mixer - ERC,34.917583,-117.94505,"indeed_clk(this,'836');","In Chemistry or <b>Chemical</b> <b>Engineering</b>. Programs, permits, <b>chemical</b> hygiene plans, and hazard. Assists in the development of new <b>chemical</b> syntheses,....","ERC, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=1681966da80b4381&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
109,San Diego,City of San Diego,US,"Fri, 24 Feb 2017 11:40:49 GMT",False,"San Diego, CA","San Diego, CA 92101",4 days ago,False,804e38e337750a56,Hazardous Material/Pretreatment Trainee,32.71821,-117.16254,"indeed_clk(this,'836');","Bachelor's Degree in Chemistry, Industrial Hygiene, <b>Chemical</b> <b>Engineering</b>, Environmental <b>Engineering</b>, Biology, or a closely related degree....",City of San Diego,False,CA,,http://www.indeed.com/viewjob?jk=804e38e337750a56&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
110,San Diego,Cymer,US,"Fri, 03 Feb 2017 02:40:43 GMT",False,"San Diego, CA","San Diego, CA",26 days ago,False,d670bf864cd01a57,System Performance Engineer,32.714287,-117.15385,"indeed_clk(this,'836');","MS in Electrical <b>Engineering</b>, <b>Engineering</b> Physics, Applied Physics, <b>Chemical</b> <b>Engineering</b>, Material Science or other Physical Science....",Cymer,False,CA,,http://www.indeed.com/viewjob?jk=d670bf864cd01a57&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
111,Sunnyvale,JSR Micro,US,"Fri, 03 Feb 2017 20:43:34 GMT",False,"Sunnyvale, CA","Sunnyvale, CA 94089",25 days ago,False,6825db3fd8459940,Quality Control Process Engineer 1,37.412495,-122.02457,"indeed_clk(this,'836');","BS Degree in Chemistry, <b>Chemical</b> <b>Engineering</b>, Mechanical <b>Engineering</b>, or equivalent work experience/training....",JSR Micro,False,CA,,http://www.indeed.com/viewjob?jk=6825db3fd8459940&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
112,San Jose,Concise Separations,US,"Fri, 24 Feb 2017 12:18:05 GMT",False,"San Jose, CA","San Jose, CA 95131",4 days ago,True,db7d5367c2ef11ba,Technical Marketing Specialist,37.387363,-121.88461,"indeed_clk(this,'836');","In Chemistry, Biochemistry, <b>Chemical</b> <b>Engineering</b>, or a related life sciences field required. Are you ready to apply your scientific knowledge in a commercial...",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=db7d5367c2ef11ba&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
113,San Diego,"Illumina, Inc.",US,"Thu, 26 Jan 2017 00:44:48 GMT",False,"San Diego, CA","San Diego, CA",30+ days ago,False,8e6d0bf43d82208c,Scientist 1 - Analytical Chemistry & Metrology,32.714287,-117.15385,"indeed_clk(this,'836');","Materials Science or Physical Chemistry, Mechanical <b>Engineering</b>, Electrical <b>Engineering</b>, <b>Chemical</b> <b>Engineering</b>, Biochemical/Biomedical/Biotechnical <b>Engineering</b>,...","Illumina, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=8e6d0bf43d82208c&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
114,Milpitas,Lumentum Operations LLC,US,"Thu, 23 Feb 2017 05:06:51 GMT",False,"Milpitas, CA","Milpitas, CA",6 days ago,False,a0ad4a27e10e50a1,Process Engineering Intern (Intern),37.425823,-121.90659,"indeed_clk(this,'836');","<b>Engineering</b>, <b>Chemical</b> <b>Engineering</b>, Process/Manufacturing <b>Engineering</b>,. Mechanical <b>Engineering</b>, Electrical <b>Engineering</b>, Industrial....",Lumentum Operations LLC,False,CA,,http://www.indeed.com/viewjob?jk=a0ad4a27e10e50a1&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
115,Milpitas,Nanometrics Incorporated,US,"Sat, 21 Jan 2017 02:57:40 GMT",False,"Milpitas, CA","Milpitas, CA 95035",30+ days ago,False,efa63c1f53d0934d,Application Scientist,37.407993,-121.91366,"indeed_clk(this,'836');","In Materials Science, Physics, Chemistry, Electrical or <b>Chemical</b> <b>Engineering</b>. Support customer sustaining <b>engineering</b> activities, including qualification...",Nanometrics Incorporated,False,CA,,http://www.indeed.com/viewjob?jk=efa63c1f53d0934d&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
116,South San Francisco,Amgen,US,"Tue, 14 Feb 2017 12:17:17 GMT",False,"South San Francisco, CA","South San Francisco, CA 94080",14 days ago,False,3a1070f81a493f42,"Grad Intern - R&D (Genome Analysis Unit, Bioassay Technology Group)",37.6631,-122.3928,"indeed_clk(this,'836');","Currently enrolled in a graduate-level program in Molecular Biology, Biochemistry, Biology, Immunology/Microbiology, Life Sciences, Biomedical/Biochemical...",Amgen,False,CA,,http://www.indeed.com/viewjob?jk=3a1070f81a493f42&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
117,Benicia,"Eichleay, Inc.",US,"Thu, 24 Nov 2016 07:00:42 GMT",False,"Benicia, CA","Benicia, CA",30+ days ago,False,1c9bc280ceacbafc,Process Engineer,38.046703,-122.15385,"indeed_clk(this,'836');",BS <b>Chemical</b> <b>Engineering</b>. Process <b>engineering</b> calculations; Assist in the preparation of <b>engineering</b> project proposals....,"Eichleay, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=1c9bc280ceacbafc&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
118,San Diego,HP,US,"Wed, 01 Feb 2017 12:36:11 GMT",False,"San Diego, CA","San Diego, CA",27 days ago,False,cbbc786e7074b915,3D Fluids Chemist,32.714287,-117.15385,"indeed_clk(this,'836');","Designs <b>engineering</b> solutions for <b>chemical</b>- based processes, technologies, and formulations for product design and manufacturing based on established chemistry...",HP,False,CA,,http://www.indeed.com/viewjob?jk=cbbc786e7074b915&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
119,Vacaville,Superior Controls,US,"Fri, 24 Feb 2017 22:21:15 GMT",False,"Vacaville, CA","Vacaville, CA 95688",4 days ago,False,fc6c2cfb09830cb5,Automation Engineer,38.395603,-122.0,"indeed_clk(this,'836');","BS in <b>Chemical</b> <b>Engineering</b>, Electrical <b>Engineering</b>, Mechanical <b>Engineering</b>, Computer Science, or related <b>Engineering</b> fields plus three years of directly related...",Superior Controls,False,CA,,http://www.indeed.com/viewjob?jk=fc6c2cfb09830cb5&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
120,Thousand Oaks,Amgen,US,"Tue, 28 Feb 2017 07:04:24 GMT",False,"Thousand Oaks, CA","Thousand Oaks, CA 91320",23 hours ago,False,9142dfe37fb006a5,Grad Intern - OPS (DPT Industrial Automated Inspection),34.184067,-118.92308,"indeed_clk(this,'836');","Degree concentration(s) in mechanical <b>engineering</b>, electrical <b>engineering</b> and computer sciences, physics or <b>chemical</b> <b>engineering</b>....",Amgen,False,CA,,http://www.indeed.com/viewjob?jk=9142dfe37fb006a5&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
121,Fullerton,Kimberly-Clark,US,"Tue, 28 Feb 2017 00:04:49 GMT",False,"Fullerton, CA","Fullerton, CA",1 day ago,False,1658a5fa36d3d067,Senior Engineer Process,33.868134,-117.92308,"indeed_clk(this,'836');",Candidates must possess a Bachelor's or advanced degree in <b>Chemical</b> <b>Engineering</b> or Pulp and Paper Science from an accredited college or university and 7-12...,Kimberly-Clark,False,CA,,http://www.indeed.com/viewjob?jk=1658a5fa36d3d067&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
122,Davis,Marrone Bio Innovations,US,"Tue, 15 Nov 2016 21:30:54 GMT",False,"Davis, CA","Davis, CA",30+ days ago,True,1e5f5dc3194f8331,Associate Research Scientist – Bioprocess Technology,38.543957,-121.73627,"indeed_clk(this,'836');","Degree in (Bio) <b>Chemical</b> <b>Engineering</b> or related field with relevant work experience as follows:. Headquartered in Davis, CA, Marrone Bio Innovations (MBI) ...",Marrone Bio Innovations,False,CA,,http://www.indeed.com/viewjob?jk=1e5f5dc3194f8331&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
123,Menlo Park,Pacific Biosciences,US,"Wed, 18 Jan 2017 04:01:25 GMT",False,"Menlo Park, CA","Menlo Park, CA",30+ days ago,False,22c9ec38e7b720c6,Semiconductor Packaging Engineer,37.453297,-122.18132,"indeed_clk(this,'836');","Bachelors’s degree or equivalent experience in Materials Science, Electrical <b>Engineering</b>, <b>Chemical</b> <b>Engineering</b> or Physics....",Pacific Biosciences,False,CA,,http://www.indeed.com/viewjob?jk=22c9ec38e7b720c6&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
124,South San Francisco,Thermo Fisher Scientific,US,"Tue, 24 Jan 2017 16:29:04 GMT",False,"South San Francisco, CA","South San Francisco, CA 94083",30+ days ago,False,cb9206a65e966c82,Scientist II Chemistry R&D,37.642857,-122.40659,"indeed_clk(this,'836');","BS or MS in chemistry, <b>chemical</b> <b>engineering</b>, bioengineering or equivalent. This position falls within Chemistry R&amp;D, part of the CSD organization of Thermo...",Thermo Fisher Scientific,False,CA,,http://www.indeed.com/viewjob?jk=cb9206a65e966c82&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwArDhE2QTx5XCoqY3GGfnV&indpubnum=254802918413674&atk=1ba48hitn1brp3qh
125,San Francisco,MWH,US,"Fri, 27 Jan 2017 12:26:32 GMT",False,"San Francisco, CA","San Francisco, CA",30+ days ago,False,74b42fb6250e041d,Associate Instruments & Controls Engineer,37.774727,-122.41758,"indeed_clk(this,'1221');","Bachelors of Science in Electrical <b>Engineering</b>, Mechanical <b>Engineering</b>, or <b>Chemical</b> <b>Engineering</b> is required, MS preferred, with 0 - 3 years of experience in...",MWH,False,CA,,http://www.indeed.com/viewjob?jk=74b42fb6250e041d&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
126,Bakersfield,AECOM,US,"Thu, 16 Feb 2017 23:22:55 GMT",False,"Bakersfield, CA","Bakersfield, CA",12 days ago,False,ff503b2ea099f10c,Environmental Engineer,35.37088,-119.01649,"indeed_clk(this,'1221');","Bachelor’s degree in Civil, Environmental, or <b>Chemical</b> <b>Engineering</b> or equivalent. Professional <b>Engineering</b> License in California....",AECOM,False,CA,,http://www.indeed.com/viewjob?jk=ff503b2ea099f10c&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
127,Fremont,Lam Research,US,"Tue, 13 Dec 2016 22:39:44 GMT",False,"Fremont, CA","Fremont, CA 94538",30+ days ago,False,4dbc7c1ff32c7eaf,Product Engineer 3 (62090),37.524727,-121.96154,"indeed_clk(this,'1221');","Obtaining a degree in <b>chemical</b> <b>engineering</b>, materials science, physics, electrical, mechanical, chemistry or related field....",Lam Research,False,CA,,http://www.indeed.com/viewjob?jk=4dbc7c1ff32c7eaf&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
128,Livermore,Lawrence Livermore National Laboratory,US,"Sat, 21 Jan 2017 06:19:57 GMT",False,"Livermore, CA","Livermore, CA 94550",30+ days ago,False,98347a851f3af6af,Postdoctoral Research Staff Member - Modeler,37.687107,-121.70588,"indeed_clk(this,'1221');","Recent PhD in computational physics, applied mathematics, <b>chemical</b> <b>engineering</b>, or related field. Design and develop models and computer codes to simulate...",Lawrence Livermore National Laboratory,False,CA,,http://www.indeed.com/viewjob?jk=98347a851f3af6af&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
129,San Jose,ASML,US,"Fri, 18 Nov 2016 09:40:27 GMT",False,"San Jose, CA","San Jose, CA 95131",30+ days ago,False,08bf300eb4e68671,Sr. Product Engineer,37.381252,-121.91952,"indeed_clk(this,'1221');","And above in Electrical <b>Engineering</b>, Physics, and/or <b>Chemical</b> <b>Engineering</b>, IC manufacturing, semiconductor process technology, and related fields Experience 5+...",ASML,False,CA,,http://www.indeed.com/viewjob?jk=08bf300eb4e68671&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
130,Redwood City,"GenapSys, Inc.",US,"Sat, 21 Jan 2017 06:54:13 GMT",False,"Redwood City, CA","Redwood City, CA",30+ days ago,True,da5696506fc81095,Scientist (Sequencing),37.483517,-122.23627,"indeed_clk(this,'1221');","Molecular biology, genetics, biomedical <b>engineering</b>, <b>chemical</b> <b>engineering</b>, biophysics. In Biomedical <b>engineering</b>, Biology, Genetics, <b>Chemical</b> <b>Engineering</b>,...","GenapSys, Inc.",False,CA,,http://www.indeed.com/viewjob?jk=da5696506fc81095&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
131,San Francisco,Synvitrobio,US,"Fri, 25 Nov 2016 09:06:25 GMT",False,"San Francisco, CA","San Francisco, CA",30+ days ago,False,6c0925b50850230c,Research Associate Scientist,37.774727,-122.41758,"indeed_clk(this,'1221');","Cell-free systems, <b>chemical</b> <b>engineering</b>, or microbiology is a plus. Is hiring an exceptional Research Associate Scientist with strong experience in molecular...",CA Institute for Quantitative Biosciences,False,CA,,http://www.indeed.com/viewjob?jk=6c0925b50850230c&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
132,San Francisco,Rockwell Automation,US,"Wed, 01 Feb 2017 01:27:21 GMT",False,"San Francisco, CA","San Francisco, CA",28 days ago,False,77a7a905f881e03f,Project Engineer,37.774727,-122.41758,"indeed_clk(this,'1221');","Bachelor’s degree in any <b>Engineering</b> discipline, Electrical <b>Engineering</b>, and/or <b>Chemical</b> <b>Engineering</b> preferred....",Rockwell Automation,False,CA,,http://www.indeed.com/viewjob?jk=77a7a905f881e03f&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
133,San Diego,Enaqua,US,"Wed, 15 Feb 2017 18:47:58 GMT",False,"San Diego, CA","San Diego, CA",13 days ago,True,fe9ca86e3855fc3e,Junior Applications Engineer,32.714287,-117.15385,"indeed_clk(this,'1221');",In <b>Chemical</b> <b>Engineering</b> preferred or <b>Engineering</b> from an accredited college or university. Preparing and presenting tailored and project specific technical...,Indeed,False,CA,,http://www.indeed.com/viewjob?jk=fe9ca86e3855fc3e&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
134,Redwood City,Carbon3D,US,"Thu, 24 Nov 2016 11:07:59 GMT",False,"Redwood City, CA","Redwood City, CA 94063",30+ days ago,False,ac32265e65fa8d63,Research Scientist,37.48054,-122.22232,"indeed_clk(this,'1221');","MS with 2+ years of industry experience OR PhD in polymer chemistry, materials science, or <b>chemical</b> <b>engineering</b> focused on polymer research....",Carbon3D,False,CA,,http://www.indeed.com/viewjob?jk=ac32265e65fa8d63&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
135,Palo Alto,Tesla Motors,US,"Tue, 07 Feb 2017 17:04:25 GMT",False,"Palo Alto, CA","Palo Alto, CA",21 days ago,False,ca79051b6d1c7808,Materials Engineering Internship (Summer 2017),37.43956,-122.14286,"indeed_clk(this,'1221');","Currently pursuing Materials <b>Engineering</b>, Metallurgical <b>Engineering</b>, Welding <b>Engineering</b>, Polymer Science, Polymer Chemistry, <b>Chemical</b> <b>Engineering</b>, or...",Tesla Motors,False,CA,,http://www.indeed.com/viewjob?jk=ca79051b6d1c7808&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
136,San Francisco,TerraVia,US,"Sat, 18 Feb 2017 02:28:21 GMT",False,"San Francisco, CA","San Francisco, CA",11 days ago,False,d1bbd40e870bd8a7,Principal Engineer,37.774727,-122.41758,"indeed_clk(this,'1221');",Bachelor’s degree or the equivalent in <b>Chemical</b> <b>Engineering</b> or Mechanical <b>Engineering</b> field plus 6 years of experience....,TerraVia,False,CA,,http://www.indeed.com/viewjob?jk=d1bbd40e870bd8a7&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
137,Burbank,Crane Aerospace & Electronics,US,"Mon, 02 Jan 2017 23:11:57 GMT",False,"Burbank, CA","Burbank, CA",30+ days ago,False,4051f043a57005b7,Manufacturing Engineer III,34.17857,-118.30769,"indeed_clk(this,'1221');","Bachelor of Science in Mechanical <b>Engineering</b>, Electrical <b>Engineering</b>, <b>Chemical</b> <b>Engineering</b>, Material Science, or related field is required....",Crane Aerospace & Electronics,False,CA,,http://www.indeed.com/viewjob?jk=4051f043a57005b7&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
138,Irvine,"Siegfried, Irvine",US,"Sun, 05 Feb 2017 07:03:06 GMT",False,"Irvine, CA","Irvine, CA",23 days ago,True,c9f440b4e501d861,Project Engineer II,33.667583,-117.81868,"indeed_clk(this,'1221');",Bachelor of Science Degree in Mechanical and or <b>Chemical</b> <b>Engineering</b>. Makes <b>engineering</b> recommendations and implements solutions....,"Siegfried, Irvine",False,CA,,http://www.indeed.com/viewjob?jk=c9f440b4e501d861&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
139,San Diego,Kyocera America Inc,US,"Tue, 24 Jan 2017 00:25:36 GMT",False,"San Diego, CA","San Diego, CA",30+ days ago,False,a92d967d02a7886c,R&NPD Engineer 1,32.714287,-117.15385,"indeed_clk(this,'1221');","Requires BS degree in mechanical, materials or <b>chemical</b> <b>engineering</b> or similar discipline. Experience a challenging and stimulating career at Kyocera...",Kyocera America Inc,False,CA,,http://www.indeed.com/viewjob?jk=a92d967d02a7886c&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
140,Malibu,"HRL Laboratories, LLC",US,"Tue, 17 Jan 2017 06:33:01 GMT",False,"Malibu, CA","Malibu, CA 90265",30+ days ago,False,ed8784fbc41aa846,Scaled Nanotechnology - Intern,34.043625,-118.695816,"indeed_clk(this,'1221');","Upper level undergraduate in Chemistry, <b>Chemical</b> <b>Engineering</b>, Materials Sceince or related field. High School and some undergraduate courses in Chemistry,...","HRL Laboratories, LLC",False,CA,,http://www.indeed.com/viewjob?jk=ed8784fbc41aa846&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
141,San Diego,Ivory Systems,US,"Mon, 16 Jan 2017 21:34:12 GMT",False,"San Diego, CA","San Diego, CA",30+ days ago,True,6fc44e5409ed53f7,Scientist - Nanoparticle Development,32.714287,-117.15385,"indeed_clk(this,'1221');","In Chemistry, Biochemistry, <b>Chemical</b> <b>Engineering</b> or closely-related discipline with an emphasis in targeted nanoparticles....",Indeed,False,CA,,http://www.indeed.com/viewjob?jk=6fc44e5409ed53f7&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
142,Trona,3coast,US,"Sat, 11 Feb 2017 01:14:56 GMT",False,"Trona, CA","Trona, CA",18 days ago,False,ceddb292d0be7271,Lab Manager,35.76099,-117.36813,"indeed_clk(this,'1221');","BS chemistry or <b>chemical</b> <b>engineering</b> required. Possess knowledge of lab processes, <b>chemical</b> analyses, analytical practices and techniques, documentation,...",3coast,False,CA,,http://www.indeed.com/viewjob?jk=ceddb292d0be7271&qd=N2J-naHqk5bSExrJs-uSyEnnBkh_KopdbulpipxQgNsA_paI0l2fJPBfEIFg_il1-o5-ikEjULEtwYnBtBtiDuSg8NV4eh8tkYrQCw1XITwQpm5_JnRMHNHEiYUiRsOI&indpubnum=254802918413674&atk=1ba48hj9oafj3fms
